Day	Weather	Holiday	FoodItem	QuantitySold
Friday	Sunny	Yes	Mirchi Bhajji	214
Monday	Rainy	Yes	Mirchi Bhajji	78
Monday	Cloudy	No	Mirchi Bhajji	243
Monday	Sunny	No	Biryani	161
Thursday	Rainy	No	Biryani	41
Monday	Cloudy	No	Punukulu	174
Monday	Rainy	Yes	Idli	264
Monday	Cloudy	Yes	Mirchi Bhajji	178
Friday	Cloudy	Yes	Pani Puri	243
Saturday	Cloudy	Yes	Dosa	221
Tuesday	Rainy	Yes	Mirchi Bhajji	169
Thursday	Sunny	Yes	Pesarattu	205
Wednesday	Rainy	Yes	Mysore Bonda	39
Friday	Rainy	Yes	Dosa	198
Monday	Cloudy	Yes	Pesarattu	159
Saturday	Rainy	No	Mirchi Bhajji	146
Saturday	Rainy	Yes	Biryani	37
Wednesday	Cloudy	Yes	Punukulu	29
Wednesday	Rainy	No	Mysore Bonda	104
Sunday	Cloudy	Yes	Pesarattu	25
Saturday	Rainy	No	Samosa	244
Monday	Rainy	No	Dosa	57
Thursday	Sunny	Yes	Mirchi Bhajji	228
Friday	Rainy	Yes	Dosa	29
Tuesday	Rainy	No	Mirchi Bhajji	75
Saturday	Sunny	Yes	Pani Puri	47
Monday	Cloudy	No	Pani Puri	153
Thursday	Cloudy	Yes	Pani Puri	244
Tuesday	Sunny	Yes	Pani Puri	132
Thursday	Sunny	Yes	Mysore Bonda	226
Friday	Rainy	No	Mirchi Bhajji	108
Sunday	Sunny	No	Mysore Bonda	178
Thursday	Cloudy	No	Biryani	50
Saturday	Rainy	No	Samosa	258
Tuesday	Rainy	Yes	Samosa	192
Sunday	Cloudy	Yes	Mirchi Bhajji	38
Wednesday	Sunny	No	Samosa	155
Sunday	Cloudy	No	Samosa	233
Wednesday	Sunny	No	Pesarattu	73
Wednesday	Sunny	No	Pesarattu	165
Wednesday	Rainy	Yes	Mirchi Bhajji	166
Saturday	Cloudy	No	Samosa	78
Sunday	Sunny	No	Punukulu	42
Wednesday	Rainy	No	Mirchi Bhajji	89
Monday	Rainy	Yes	Punukulu	118
Thursday	Sunny	No	Pani Puri	104
Wednesday	Sunny	No	Mirchi Bhajji	21
Saturday	Cloudy	No	Samosa	179
Thursday	Cloudy	No	Biryani	107
Thursday	Rainy	Yes	Dosa	200
Tuesday	Cloudy	Yes	Pani Puri	200
Wednesday	Cloudy	Yes	Punukulu	121
Tuesday	Cloudy	Yes	Samosa	126
Friday	Cloudy	Yes	Pani Puri	196
Monday	Sunny	No	Pesarattu	87
Sunday	Rainy	No	Idli	266
Wednesday	Sunny	No	Mirchi Bhajji	297
Friday	Rainy	Yes	Punukulu	160
Saturday	Rainy	Yes	Biryani	244
Tuesday	Cloudy	Yes	Idli	220
Tuesday	Sunny	No	Biryani	114
Saturday	Rainy	Yes	Mysore Bonda	291
Monday	Rainy	Yes	Idli	228
Thursday	Sunny	No	Dosa	144
Tuesday	Cloudy	Yes	Mysore Bonda	248
Saturday	Cloudy	No	Pesarattu	242
Friday	Cloudy	Yes	Pesarattu	217
Friday	Cloudy	No	Pesarattu	97
Friday	Cloudy	No	Dosa	57
Tuesday	Cloudy	No	Pani Puri	273
Tuesday	Rainy	No	Mirchi Bhajji	278
Wednesday	Rainy	Yes	Pani Puri	137
Thursday	Rainy	No	Mysore Bonda	276
Tuesday	Sunny	Yes	Dosa	58
Thursday	Sunny	Yes	Samosa	267
Thursday	Rainy	Yes	Pani Puri	144
Wednesday	Sunny	Yes	Punukulu	293
Tuesday	Sunny	Yes	Samosa	183
Sunday	Rainy	Yes	Punukulu	28
Monday	Cloudy	No	Pesarattu	296
Sunday	Sunny	Yes	Dosa	236
Tuesday	Rainy	Yes	Samosa	133
Friday	Rainy	No	Dosa	56
Monday	Cloudy	No	Dosa	267
Friday	Sunny	No	Mysore Bonda	145
Wednesday	Sunny	No	Samosa	31
Saturday	Cloudy	No	Biryani	276
Thursday	Sunny	Yes	Mirchi Bhajji	200
Monday	Cloudy	No	Biryani	92
Thursday	Rainy	Yes	Idli	179
Sunday	Cloudy	Yes	Idli	192
Monday	Rainy	Yes	Mirchi Bhajji	70
Sunday	Sunny	No	Biryani	232
Tuesday	Sunny	Yes	Punukulu	168
Monday	Sunny	No	Mysore Bonda	274
Saturday	Sunny	No	Idli	288
Monday	Sunny	No	Pani Puri	114
Sunday	Cloudy	No	Mirchi Bhajji	211
Monday	Rainy	Yes	Mirchi Bhajji	67
Sunday	Cloudy	Yes	Samosa	168
Monday	Cloudy	Yes	Mysore Bonda	120
Monday	Rainy	No	Samosa	163
Sunday	Sunny	Yes	Dosa	25
Friday	Sunny	Yes	Biryani	194
Sunday	Rainy	No	Idli	223
Sunday	Sunny	No	Biryani	110
Saturday	Cloudy	No	Pesarattu	282
Sunday	Cloudy	No	Punukulu	293
Sunday	Rainy	Yes	Samosa	138
Tuesday	Cloudy	Yes	Punukulu	80
Wednesday	Sunny	Yes	Dosa	108
Tuesday	Rainy	No	Idli	187
Wednesday	Sunny	Yes	Pesarattu	147
Friday	Rainy	No	Mysore Bonda	208
Wednesday	Sunny	Yes	Punukulu	294
Thursday	Cloudy	No	Pesarattu	252
Friday	Sunny	Yes	Mysore Bonda	108
Saturday	Cloudy	No	Dosa	224
Thursday	Rainy	Yes	Mysore Bonda	199
Wednesday	Rainy	No	Biryani	163
Sunday	Cloudy	Yes	Punukulu	272
Wednesday	Sunny	Yes	Mysore Bonda	257
Monday	Rainy	Yes	Dosa	79
Thursday	Sunny	Yes	Samosa	136
Sunday	Cloudy	Yes	Pesarattu	118
Tuesday	Sunny	Yes	Pani Puri	235
Friday	Cloudy	No	Biryani	79
Monday	Sunny	No	Mirchi Bhajji	35
Monday	Rainy	Yes	Dosa	187
Tuesday	Sunny	No	Idli	109
Sunday	Cloudy	Yes	Dosa	59
Thursday	Rainy	No	Idli	217
Thursday	Sunny	Yes	Samosa	214
Monday	Cloudy	Yes	Punukulu	99
Tuesday	Sunny	Yes	Samosa	263
Monday	Rainy	No	Samosa	171
Wednesday	Cloudy	No	Biryani	191
Sunday	Sunny	No	Biryani	57
Friday	Rainy	Yes	Biryani	190
Thursday	Cloudy	Yes	Pani Puri	100
Sunday	Cloudy	Yes	Pani Puri	208
Monday	Cloudy	No	Dosa	205
Tuesday	Cloudy	Yes	Dosa	34
Tuesday	Rainy	Yes	Punukulu	212
Thursday	Sunny	Yes	Mirchi Bhajji	232
Wednesday	Rainy	No	Biryani	106
Wednesday	Rainy	Yes	Dosa	207
Thursday	Cloudy	No	Pesarattu	61
Saturday	Cloudy	Yes	Pani Puri	261
Monday	Cloudy	No	Dosa	97
Tuesday	Rainy	No	Mysore Bonda	198
Tuesday	Cloudy	Yes	Pani Puri	289
Thursday	Rainy	Yes	Mirchi Bhajji	147
Monday	Cloudy	Yes	Pani Puri	78
Monday	Sunny	No	Idli	154
Monday	Sunny	No	Punukulu	179
Wednesday	Cloudy	No	Mysore Bonda	131
Monday	Rainy	Yes	Mysore Bonda	58
Saturday	Cloudy	No	Samosa	20
Saturday	Cloudy	No	Pani Puri	178
Wednesday	Rainy	Yes	Punukulu	200
Thursday	Rainy	Yes	Dosa	150
Monday	Sunny	Yes	Mysore Bonda	226
Monday	Cloudy	Yes	Mirchi Bhajji	73
Tuesday	Rainy	Yes	Samosa	73
Saturday	Sunny	No	Dosa	292
Tuesday	Sunny	Yes	Mysore Bonda	103
Monday	Sunny	No	Mysore Bonda	214
Wednesday	Cloudy	No	Biryani	35
Monday	Rainy	Yes	Pani Puri	168
Sunday	Sunny	No	Biryani	244
Friday	Sunny	No	Samosa	82
Thursday	Cloudy	Yes	Pesarattu	108
Wednesday	Rainy	Yes	Samosa	149
Thursday	Cloudy	No	Mirchi Bhajji	243
Tuesday	Cloudy	Yes	Idli	137
Sunday	Sunny	No	Pesarattu	84
Saturday	Sunny	Yes	Mirchi Bhajji	281
Wednesday	Cloudy	Yes	Dosa	285
Sunday	Rainy	No	Samosa	193
Friday	Sunny	Yes	Pesarattu	236
Thursday	Cloudy	Yes	Samosa	273
Wednesday	Cloudy	No	Pani Puri	116
Sunday	Sunny	Yes	Mirchi Bhajji	158
Friday	Cloudy	Yes	Mirchi Bhajji	37
Sunday	Cloudy	No	Samosa	69
Saturday	Sunny	No	Samosa	134
Saturday	Rainy	No	Mirchi Bhajji	143
Saturday	Sunny	Yes	Mysore Bonda	298
Friday	Rainy	Yes	Mysore Bonda	294
Thursday	Rainy	No	Mysore Bonda	212
Monday	Sunny	Yes	Biryani	160
Monday	Rainy	No	Pesarattu	165
Thursday	Cloudy	No	Dosa	141
Wednesday	Rainy	Yes	Pani Puri	260
Tuesday	Cloudy	No	Biryani	68
Saturday	Cloudy	No	Idli	205
Sunday	Sunny	Yes	Mysore Bonda	183
Monday	Cloudy	Yes	Dosa	262
Monday	Sunny	Yes	Punukulu	187
Friday	Cloudy	No	Pesarattu	29
Saturday	Rainy	No	Idli	30
Wednesday	Rainy	No	Biryani	199
Thursday	Rainy	Yes	Punukulu	54
Friday	Cloudy	No	Idli	219
Thursday	Rainy	Yes	Mirchi Bhajji	125
Saturday	Rainy	Yes	Pesarattu	59
Thursday	Rainy	Yes	Samosa	197
Sunday	Cloudy	Yes	Mirchi Bhajji	110
Saturday	Cloudy	Yes	Punukulu	292
Saturday	Rainy	Yes	Mirchi Bhajji	277
Sunday	Sunny	Yes	Samosa	96
Saturday	Sunny	No	Pani Puri	91
Friday	Sunny	Yes	Dosa	143
Monday	Sunny	No	Mirchi Bhajji	268
Thursday	Sunny	No	Biryani	129
Friday	Cloudy	No	Samosa	237
Tuesday	Rainy	No	Samosa	153
Monday	Sunny	No	Idli	274
Saturday	Rainy	No	Dosa	93
Tuesday	Cloudy	No	Dosa	270
Sunday	Cloudy	Yes	Samosa	178
Saturday	Sunny	Yes	Pesarattu	114
Monday	Cloudy	Yes	Mysore Bonda	153
Monday	Cloudy	No	Samosa	167
Tuesday	Cloudy	Yes	Pani Puri	89
Saturday	Cloudy	Yes	Biryani	206
Wednesday	Rainy	No	Mysore Bonda	134
Thursday	Cloudy	Yes	Mysore Bonda	127
Thursday	Rainy	No	Mysore Bonda	96
Tuesday	Rainy	Yes	Mirchi Bhajji	56
Tuesday	Rainy	Yes	Samosa	142
Wednesday	Sunny	Yes	Samosa	142
Saturday	Sunny	Yes	Samosa	35
Thursday	Cloudy	Yes	Pani Puri	42
Tuesday	Cloudy	No	Pesarattu	288
Sunday	Cloudy	Yes	Idli	128
Tuesday	Rainy	Yes	Idli	136
Sunday	Sunny	Yes	Punukulu	267
Sunday	Sunny	No	Mysore Bonda	50
Sunday	Rainy	No	Dosa	73
Tuesday	Cloudy	Yes	Punukulu	200
Friday	Cloudy	Yes	Mysore Bonda	106
Monday	Sunny	Yes	Mirchi Bhajji	115
Tuesday	Cloudy	Yes	Punukulu	23
Friday	Rainy	Yes	Mysore Bonda	54
Wednesday	Sunny	Yes	Samosa	249
Sunday	Rainy	No	Pesarattu	298
Friday	Sunny	Yes	Dosa	247
Saturday	Cloudy	No	Dosa	298
Monday	Sunny	Yes	Dosa	248
Monday	Rainy	No	Pesarattu	222
Tuesday	Cloudy	No	Pani Puri	177
Monday	Cloudy	No	Biryani	27
Wednesday	Sunny	No	Pani Puri	279
Friday	Sunny	Yes	Pesarattu	71
Saturday	Sunny	Yes	Punukulu	111
Friday	Rainy	Yes	Punukulu	184
Monday	Sunny	No	Mysore Bonda	266
Friday	Rainy	Yes	Pani Puri	283
Thursday	Rainy	No	Dosa	257
Monday	Cloudy	No	Pesarattu	71
Wednesday	Sunny	Yes	Biryani	248
Sunday	Sunny	No	Mirchi Bhajji	233
Saturday	Cloudy	Yes	Mirchi Bhajji	129
Sunday	Sunny	Yes	Samosa	55
Saturday	Cloudy	Yes	Samosa	190
Wednesday	Rainy	Yes	Biryani	145
Thursday	Sunny	Yes	Dosa	150
Saturday	Sunny	Yes	Mysore Bonda	272
Friday	Sunny	No	Biryani	130
Thursday	Rainy	Yes	Biryani	232
Monday	Rainy	Yes	Biryani	27
Wednesday	Cloudy	Yes	Biryani	264
Tuesday	Sunny	No	Idli	158
Thursday	Rainy	No	Idli	172
Thursday	Rainy	No	Mysore Bonda	144
Tuesday	Cloudy	No	Biryani	237
Wednesday	Sunny	Yes	Pani Puri	132
Thursday	Cloudy	Yes	Idli	32
Sunday	Cloudy	Yes	Biryani	196
Thursday	Rainy	Yes	Dosa	180
Saturday	Rainy	No	Biryani	295
Monday	Rainy	No	Punukulu	154
Wednesday	Cloudy	No	Pani Puri	248
Saturday	Rainy	Yes	Mysore Bonda	154
Wednesday	Sunny	Yes	Pani Puri	153
Monday	Rainy	No	Samosa	209
Saturday	Rainy	No	Mirchi Bhajji	267
Sunday	Cloudy	Yes	Idli	44
Monday	Rainy	No	Mysore Bonda	181
Friday	Rainy	Yes	Biryani	32
Monday	Sunny	No	Samosa	175
Sunday	Sunny	No	Punukulu	46
Thursday	Rainy	No	Biryani	56
Sunday	Cloudy	No	Mirchi Bhajji	203
Wednesday	Rainy	No	Biryani	45
Monday	Sunny	No	Biryani	31
Wednesday	Rainy	No	Pesarattu	203
Wednesday	Rainy	No	Mirchi Bhajji	290
Sunday	Sunny	No	Punukulu	245
Wednesday	Sunny	No	Mirchi Bhajji	29
Wednesday	Rainy	Yes	Pesarattu	222
Thursday	Sunny	No	Mysore Bonda	236
Monday	Sunny	Yes	Punukulu	40
Saturday	Cloudy	No	Samosa	65
Friday	Sunny	Yes	Samosa	216
Wednesday	Sunny	No	Biryani	80
Wednesday	Rainy	No	Biryani	177
Tuesday	Sunny	No	Biryani	244
Sunday	Sunny	No	Pesarattu	56
Saturday	Cloudy	No	Mysore Bonda	267
Sunday	Rainy	No	Dosa	71
Saturday	Sunny	Yes	Idli	146
Monday	Rainy	No	Mirchi Bhajji	261
Monday	Sunny	No	Pesarattu	212
Monday	Cloudy	No	Pesarattu	162
Thursday	Rainy	No	Pesarattu	207
Sunday	Rainy	Yes	Pesarattu	177
Monday	Rainy	Yes	Idli	280
Sunday	Sunny	Yes	Dosa	247
Saturday	Sunny	No	Pesarattu	272
Saturday	Rainy	Yes	Mysore Bonda	186
Friday	Sunny	No	Pesarattu	291
Friday	Cloudy	Yes	Biryani	178
Thursday	Cloudy	No	Mirchi Bhajji	140
Sunday	Rainy	Yes	Pesarattu	277
Thursday	Rainy	Yes	Mysore Bonda	144
Thursday	Cloudy	No	Mirchi Bhajji	150
Sunday	Rainy	No	Dosa	251
Friday	Sunny	No	Dosa	160
Sunday	Sunny	No	Samosa	71
Sunday	Rainy	No	Samosa	236
Tuesday	Rainy	No	Pesarattu	246
Thursday	Cloudy	No	Mirchi Bhajji	224
Sunday	Sunny	Yes	Samosa	117
Wednesday	Sunny	No	Pesarattu	84
Wednesday	Rainy	Yes	Samosa	249
Thursday	Rainy	No	Biryani	291
Sunday	Cloudy	No	Mysore Bonda	183
Friday	Sunny	Yes	Pani Puri	243
Saturday	Sunny	No	Mysore Bonda	43
Saturday	Cloudy	No	Mysore Bonda	264
Thursday	Sunny	No	Biryani	201
Sunday	Cloudy	No	Biryani	89
Wednesday	Rainy	Yes	Samosa	204
Wednesday	Cloudy	No	Pesarattu	38
Saturday	Rainy	No	Mysore Bonda	185
Tuesday	Cloudy	No	Dosa	271
Wednesday	Cloudy	No	Pani Puri	192
Saturday	Cloudy	No	Mirchi Bhajji	229
Tuesday	Sunny	No	Pesarattu	114
Monday	Rainy	No	Biryani	194
Tuesday	Sunny	No	Idli	260
Saturday	Cloudy	Yes	Punukulu	93
Thursday	Cloudy	No	Punukulu	274
Monday	Rainy	No	Idli	238
Sunday	Cloudy	Yes	Dosa	229
Thursday	Rainy	Yes	Idli	257
Thursday	Rainy	No	Pesarattu	296
Tuesday	Rainy	No	Dosa	204
Monday	Sunny	No	Mirchi Bhajji	72
Thursday	Cloudy	Yes	Mysore Bonda	273
Sunday	Cloudy	No	Idli	162
Thursday	Sunny	No	Pesarattu	53
Friday	Sunny	No	Dosa	239
Friday	Cloudy	Yes	Mysore Bonda	108
Wednesday	Rainy	Yes	Pani Puri	38
Monday	Cloudy	Yes	Pani Puri	238
Friday	Cloudy	Yes	Mysore Bonda	280
Tuesday	Sunny	Yes	Mysore Bonda	43
Monday	Rainy	Yes	Dosa	130
Sunday	Rainy	No	Biryani	92
Tuesday	Cloudy	No	Dosa	111
Sunday	Cloudy	Yes	Pesarattu	164
Monday	Rainy	Yes	Samosa	214
Saturday	Rainy	No	Samosa	80
Saturday	Rainy	Yes	Pesarattu	235
Wednesday	Sunny	Yes	Samosa	74
Friday	Sunny	No	Samosa	154
Thursday	Cloudy	No	Samosa	62
Saturday	Sunny	Yes	Dosa	138
Friday	Rainy	Yes	Pani Puri	217
Thursday	Rainy	No	Pesarattu	98
Tuesday	Rainy	No	Dosa	126
Saturday	Cloudy	No	Pesarattu	101
Friday	Rainy	No	Mirchi Bhajji	144
Thursday	Rainy	No	Dosa	176
Saturday	Rainy	No	Biryani	144
Monday	Rainy	Yes	Mysore Bonda	263
Sunday	Sunny	Yes	Mysore Bonda	124
Sunday	Sunny	No	Idli	203
Monday	Cloudy	No	Dosa	100
Thursday	Cloudy	Yes	Pesarattu	176
Saturday	Rainy	Yes	Mysore Bonda	93
Thursday	Rainy	No	Mysore Bonda	143
Saturday	Rainy	No	Samosa	107
Sunday	Rainy	No	Mysore Bonda	104
Friday	Cloudy	No	Pesarattu	274
Sunday	Rainy	No	Samosa	46
Wednesday	Sunny	No	Mirchi Bhajji	104
Friday	Cloudy	No	Pani Puri	113
Sunday	Rainy	No	Samosa	182
Thursday	Sunny	Yes	Punukulu	45
Tuesday	Sunny	No	Biryani	155
Monday	Rainy	Yes	Mysore Bonda	72
Friday	Sunny	Yes	Pesarattu	147
Sunday	Rainy	Yes	Mysore Bonda	48
Tuesday	Cloudy	No	Mysore Bonda	290
Monday	Cloudy	No	Dosa	203
Wednesday	Sunny	Yes	Dosa	209
Tuesday	Sunny	Yes	Biryani	78
Saturday	Cloudy	No	Pani Puri	222
Thursday	Sunny	Yes	Dosa	264
Monday	Rainy	Yes	Samosa	256
Wednesday	Rainy	Yes	Samosa	250
Wednesday	Cloudy	Yes	Mysore Bonda	139
Monday	Sunny	Yes	Mysore Bonda	129
Thursday	Sunny	Yes	Mysore Bonda	42
Monday	Sunny	Yes	Pesarattu	107
Thursday	Sunny	Yes	Punukulu	100
Sunday	Sunny	No	Biryani	20
Thursday	Sunny	Yes	Punukulu	215
Wednesday	Cloudy	No	Mirchi Bhajji	47
Tuesday	Rainy	No	Samosa	158
Tuesday	Cloudy	Yes	Pesarattu	261
Monday	Sunny	Yes	Biryani	175
Wednesday	Sunny	Yes	Pani Puri	144
Monday	Rainy	Yes	Pani Puri	228
Monday	Sunny	No	Mirchi Bhajji	117
Sunday	Rainy	No	Mysore Bonda	268
Friday	Cloudy	No	Biryani	187
Wednesday	Rainy	No	Mirchi Bhajji	96
Wednesday	Cloudy	No	Biryani	159
Tuesday	Sunny	No	Mirchi Bhajji	153
Sunday	Sunny	No	Pesarattu	276
Thursday	Sunny	No	Pani Puri	152
Monday	Rainy	Yes	Mysore Bonda	275
Monday	Sunny	No	Punukulu	69
Thursday	Sunny	No	Punukulu	30
Monday	Rainy	No	Pani Puri	201
Thursday	Sunny	Yes	Mirchi Bhajji	271
Saturday	Rainy	No	Pani Puri	43
Wednesday	Cloudy	No	Samosa	173
Wednesday	Rainy	Yes	Pesarattu	94
Saturday	Cloudy	No	Biryani	291
Friday	Sunny	No	Biryani	53
Wednesday	Sunny	Yes	Mysore Bonda	282
Saturday	Cloudy	Yes	Mirchi Bhajji	281
Wednesday	Rainy	No	Biryani	170
Tuesday	Cloudy	Yes	Mirchi Bhajji	278
Monday	Cloudy	Yes	Biryani	247
Thursday	Rainy	Yes	Mysore Bonda	25
Monday	Cloudy	Yes	Pesarattu	132
Thursday	Cloudy	No	Idli	135
Friday	Rainy	No	Mirchi Bhajji	230
Saturday	Sunny	Yes	Pani Puri	148
Monday	Cloudy	Yes	Pani Puri	39
Monday	Cloudy	No	Biryani	61
Saturday	Cloudy	No	Samosa	294
Monday	Sunny	No	Mysore Bonda	148
Tuesday	Rainy	No	Pani Puri	205
Thursday	Cloudy	Yes	Punukulu	239
Thursday	Cloudy	Yes	Mirchi Bhajji	239
Thursday	Sunny	Yes	Idli	110
Friday	Sunny	No	Samosa	152
Tuesday	Sunny	Yes	Samosa	205
Tuesday	Cloudy	Yes	Pani Puri	268
Friday	Sunny	Yes	Mirchi Bhajji	257
Wednesday	Rainy	Yes	Punukulu	72
Tuesday	Rainy	Yes	Pani Puri	157
Sunday	Cloudy	No	Mirchi Bhajji	293
Sunday	Rainy	Yes	Samosa	110
Saturday	Sunny	No	Mirchi Bhajji	86
Monday	Rainy	Yes	Mirchi Bhajji	69
Saturday	Sunny	Yes	Idli	203
Thursday	Rainy	Yes	Samosa	226
Sunday	Rainy	Yes	Biryani	223
Saturday	Sunny	No	Biryani	135
Wednesday	Cloudy	No	Samosa	182
Monday	Cloudy	No	Mirchi Bhajji	59
Thursday	Rainy	No	Idli	227
Sunday	Cloudy	No	Dosa	217
Sunday	Sunny	Yes	Pani Puri	144
Sunday	Cloudy	No	Dosa	93
Sunday	Sunny	Yes	Idli	187
Sunday	Cloudy	No	Biryani	30
Thursday	Rainy	No	Biryani	244
Friday	Cloudy	Yes	Punukulu	274
Monday	Rainy	Yes	Pesarattu	80
Sunday	Sunny	Yes	Biryani	243
Thursday	Cloudy	No	Punukulu	167
Tuesday	Rainy	Yes	Biryani	22
Wednesday	Cloudy	Yes	Dosa	180
Sunday	Rainy	No	Biryani	293
Friday	Rainy	No	Biryani	216
Wednesday	Rainy	Yes	Mysore Bonda	210
Friday	Sunny	No	Pesarattu	259
Friday	Sunny	No	Punukulu	144
Monday	Cloudy	No	Biryani	84
Thursday	Rainy	Yes	Idli	253
Thursday	Cloudy	No	Samosa	116
Monday	Rainy	Yes	Pani Puri	45
Sunday	Sunny	No	Mysore Bonda	188
Wednesday	Cloudy	Yes	Punukulu	280
Sunday	Sunny	No	Idli	268
Wednesday	Sunny	No	Idli	281
Tuesday	Rainy	No	Biryani	247
Tuesday	Cloudy	No	Dosa	114
Monday	Cloudy	Yes	Punukulu	204
Monday	Cloudy	No	Biryani	79
Tuesday	Cloudy	Yes	Pesarattu	259
Monday	Sunny	No	Punukulu	281
Thursday	Rainy	No	Biryani	205
Monday	Sunny	Yes	Punukulu	156
Monday	Rainy	Yes	Pani Puri	67
Sunday	Cloudy	Yes	Idli	31
Saturday	Sunny	No	Pesarattu	41
Wednesday	Rainy	No	Samosa	189
Thursday	Rainy	Yes	Dosa	98
Thursday	Cloudy	Yes	Mirchi Bhajji	155
Thursday	Sunny	No	Dosa	41
Friday	Sunny	No	Idli	124
Friday	Sunny	No	Biryani	207
Thursday	Sunny	No	Biryani	244
Monday	Sunny	No	Samosa	124
Thursday	Sunny	No	Samosa	90
Saturday	Cloudy	Yes	Dosa	240
Thursday	Rainy	No	Dosa	240
Wednesday	Sunny	No	Pani Puri	119
Monday	Rainy	No	Pani Puri	163
Wednesday	Cloudy	Yes	Pani Puri	36
Sunday	Rainy	No	Samosa	170
Thursday	Rainy	Yes	Samosa	293
Thursday	Rainy	No	Mirchi Bhajji	136
Tuesday	Rainy	Yes	Idli	121
Monday	Cloudy	Yes	Dosa	143
Sunday	Sunny	Yes	Samosa	217
Monday	Sunny	No	Biryani	98
Thursday	Sunny	No	Biryani	32
Sunday	Cloudy	Yes	Punukulu	242
Thursday	Cloudy	No	Mysore Bonda	40
Sunday	Cloudy	Yes	Mirchi Bhajji	41
Saturday	Sunny	No	Pani Puri	264
Saturday	Rainy	No	Mirchi Bhajji	123
Thursday	Rainy	Yes	Pani Puri	125
Thursday	Sunny	Yes	Punukulu	289
Tuesday	Sunny	Yes	Biryani	255
Monday	Sunny	Yes	Pesarattu	257
Thursday	Sunny	No	Pani Puri	70
Friday	Rainy	No	Idli	73
Monday	Rainy	No	Dosa	226
Thursday	Rainy	Yes	Punukulu	54
Thursday	Rainy	No	Biryani	27
Thursday	Cloudy	Yes	Idli	269
Friday	Sunny	No	Idli	209
Tuesday	Rainy	No	Mirchi Bhajji	185
Friday	Sunny	No	Punukulu	58
Saturday	Cloudy	Yes	Idli	166
Monday	Rainy	No	Mysore Bonda	24
Tuesday	Sunny	Yes	Punukulu	51
Friday	Sunny	No	Punukulu	22
Friday	Rainy	No	Pesarattu	151
Friday	Cloudy	Yes	Pesarattu	293
Tuesday	Sunny	No	Mirchi Bhajji	182
Friday	Cloudy	No	Idli	218
Monday	Sunny	Yes	Dosa	55
Saturday	Rainy	Yes	Mirchi Bhajji	236
Saturday	Rainy	No	Pesarattu	48
Wednesday	Rainy	No	Pesarattu	133
Saturday	Sunny	No	Punukulu	24
Sunday	Rainy	Yes	Mysore Bonda	288
Tuesday	Rainy	No	Dosa	244
Monday	Sunny	No	Punukulu	290
Thursday	Sunny	No	Samosa	190
Sunday	Cloudy	No	Punukulu	70
Tuesday	Rainy	No	Dosa	59
Wednesday	Sunny	Yes	Mysore Bonda	193
Thursday	Sunny	No	Mysore Bonda	161
Saturday	Cloudy	Yes	Dosa	76
Thursday	Rainy	Yes	Mysore Bonda	135
Saturday	Sunny	No	Mysore Bonda	229
Thursday	Sunny	Yes	Punukulu	178
Sunday	Sunny	No	Punukulu	160
Saturday	Cloudy	No	Biryani	78
Wednesday	Cloudy	No	Pesarattu	228
Thursday	Sunny	Yes	Mysore Bonda	281
Saturday	Cloudy	No	Pani Puri	84
Wednesday	Cloudy	No	Idli	154
Wednesday	Rainy	No	Mirchi Bhajji	252
Tuesday	Rainy	Yes	Biryani	257
Tuesday	Sunny	No	Mysore Bonda	158
Monday	Cloudy	Yes	Samosa	180
Sunday	Cloudy	Yes	Dosa	284
Tuesday	Cloudy	Yes	Punukulu	228
Saturday	Rainy	Yes	Dosa	89
Sunday	Sunny	No	Idli	99
Wednesday	Rainy	No	Mirchi Bhajji	276
Saturday	Cloudy	Yes	Mirchi Bhajji	240
Monday	Sunny	Yes	Pani Puri	225
Wednesday	Cloudy	No	Punukulu	46
Friday	Cloudy	Yes	Mysore Bonda	60
Saturday	Cloudy	Yes	Mirchi Bhajji	94
Thursday	Sunny	No	Biryani	224
Monday	Sunny	Yes	Idli	239
Thursday	Cloudy	No	Biryani	242
Monday	Cloudy	Yes	Samosa	23
Monday	Rainy	Yes	Mirchi Bhajji	220
Wednesday	Rainy	No	Pesarattu	193
Wednesday	Rainy	Yes	Biryani	47
Monday	Cloudy	No	Mirchi Bhajji	86
Saturday	Rainy	No	Pesarattu	100
Sunday	Sunny	No	Idli	86
Wednesday	Rainy	No	Dosa	48
Thursday	Sunny	Yes	Samosa	230
Thursday	Cloudy	No	Samosa	43
Saturday	Cloudy	Yes	Punukulu	226
Sunday	Sunny	Yes	Mysore Bonda	67
Tuesday	Rainy	No	Biryani	95
Wednesday	Sunny	Yes	Mirchi Bhajji	158
Tuesday	Sunny	No	Mirchi Bhajji	151
Tuesday	Cloudy	No	Mirchi Bhajji	193
Tuesday	Cloudy	No	Biryani	183
Tuesday	Cloudy	No	Mysore Bonda	154
Monday	Sunny	No	Biryani	100
Friday	Cloudy	No	Dosa	295
Saturday	Cloudy	No	Pani Puri	272
Wednesday	Rainy	Yes	Biryani	153
Saturday	Sunny	No	Pani Puri	103
Sunday	Rainy	Yes	Dosa	45
Sunday	Sunny	No	Pesarattu	138
Monday	Rainy	Yes	Idli	273
Thursday	Rainy	No	Pesarattu	167
Tuesday	Sunny	Yes	Pesarattu	196
Saturday	Cloudy	No	Mysore Bonda	164
Saturday	Sunny	No	Mysore Bonda	252
Tuesday	Cloudy	No	Pesarattu	266
